Nom_du_moteur,Energie,Architecture,Alimentation,Injection,Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Norme_anti-pollution,Disposition_du_moteur,Puissance_reelle_maxi_ch,Puissance_reelle_maxi_kW,Alesage,Course,Immatriculation
1.8,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1781.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,90nc,112.62,81.78,87.35,44315b48-fe62-4194-be4a-75495c50fb9e
1.8,Essence,Quatre cylindres en ligne,Turbo,Injection,1781.0,3497.79,294.79,20.0,13.88,Euro 6,Transversale Avant,150.0,110.0,81.78,87.35,4f6f01c6-43b1-4dcd-9ab4-ea585e07d75c
2.5Duratec190,Hybride,Quatre cylindres,Turbo,Injection directe essence,2488.0,3497.79,200.0,16.0,13.88,Euro 6,Transversale Avant,152.0,112.0,81.78,87.35,7f947d46-a648-4912-8c0f-f8becbdb5d86
4.4V8HPI,Essence,Huit cylindres en V,Bi-Turbos,Injection directe essence,4395.0,5500.0,650.0,32.0,10.0,Euro 6,Longitudinale Avant,450.0,330.0,89.0,88.3,780a7030-d3c1-4684-b0e9-f65f78b289ae
1.6DI115,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1598.0,3250.0,250.0,16.0,13.88,Euro 6,Transversale Avant,115.0,85.0,81.78,87.35,785c0699-6d90-4ee8-a9cd-6d9111fe7b52
1.6DI105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,4400.0,250.0,16.0,16.5,Euro 5,Transversale Avant,105.0,77.0,79.5,80.5,d3c0c266-bc6b-4afa-8992-b3681a568b28
3.0D250,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe à rampe commune,2997.0,4000.0,600.0,24.0,15.5,Euro 6,Longitudinale Avant,249.0,183.0,83.0,92.32,b89f25f3-0808-40de-b3fc-8f1fc51dac7a
50.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,49.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,325da118-0d06-45df-a5fc-250cc340c3fe
1.6winport,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,3900.0,150.0,16.0,10.5,Euro 4,Transversale Avant,115.0,85.0,79.0,81.5,d27eda5b-aeca-4f7a-9ebb-c9c00966798e
2.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1998.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,114.0,84.0,81.78,87.35,0eb5ec7c-821b-4fdc-8e78-81f464a1200f
Electrique,Electrique,Synchrone à aimants permanents,Turbo à géométrie variable,Batterie lithium-ion,1887.85,2750.0,212.0,15.58,13.88,Euro 6,Transversale Avant,83.0,61.0,81.78,87.35,2df76238-f06a-48a3-9cae-86475b8b37e5
1.6BlueHDi75,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1560.0,1750.0,230.0,8.0,17.9,Euro 6,Transversale Avant,75.0,55.0,75.0,88.3,d412540c-9fdd-4768-9ebd-98b0a9257a08
4.0,Hybride,Huit cylindres en V,Bi-Turbos,Injection directe essence,3996.0,5750.0,770.0,32.0,9.7,Euro 6,Longitudinale Avant,571.0,420.0,86.0,86.0,e6b75eda-b5b0-41dc-8f12-df4b63f0bce9
2.0,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1998.0,4500.0,400.0,16.0,9.5,Euro 6,Longitudinale,276.0,203.0,86.0,86.0,bb6619d6-9099-40e7-b5a7-5c0be04e5297
Electrique,Electrique,Synchrone à aimants permanents,Turbo à géométrie variable,Batterie lithium-ion,1887.85,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,136.0,100.0,81.78,87.35,9993e729-f015-475d-9497-0317b52e7b07
200CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2148.0,1600.0,270.0,16.0,17.5,Euro 4,Longitudinale Avant,136.0,100.0,88.0,88.3,39a3c321-2bf0-4e27-9f78-220632af84f0
5.0,Essence,Quatre cylindres en ligne,Turbo,Injection multipoints,1999.0,5500.0,320.0,16.0,10.0,Euro 5,Transversale Avant,240.0,177.0,87.5,83.1,1e9eb9ca-3448-4e06-812d-a4de1e8babe6
2.3HPi156,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,2750.0,350.0,16.0,16.2,Euro 6,Transversale Avant,156.0,115.0,88.0,94.0,98c598ea-a7ba-4950-ab18-24c444f52d14
200K,Essence,Quatre cylindres en ligne,Compresseur volumétrique,Injection multipoints,1998.0,2500.0,230.0,16.0,9.6,Euro 6,Longitudinale Avant,163.0,120.0,89.9,78.7,9abf91d8-de0a-49ef-9a3c-23ce4a32227d
1.6dCi130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,1750.0,320.0,16.0,15.4,Euro 5,Transversale Avant,130.0,96.0,80.0,79.5,019b7c60-68a6-4938-8ca2-36d7e4d65bf5
2.0dCi90,Diesel,Quatre cylindres en ligne,Turbo à géométrie fixe,Injection directe à rampe commune,1995.0,1500.0,260.0,16.0,16.0,Euro 5,Transversale Avant,90.0,66.0,84.0,90.0,5d9bad3b-a547-45fe-81a0-205f98efab8e
1.5,Essence,Trois cylindres en ligne,Turbo à double entrée,Injection directe essence,1499.0,3900.0,190.0,12.0,11.0,Euro 6,Transversale Avant,102.0,75.0,82.0,94.6,a07a28b2-f0ec-4968-943c-126f062caf2f
1.0VVi,Essence,Trois cylindres en ligne,Atmosphérique,Injection multipoints,998.0,3600.0,93.0,12.0,10.5,Euro 5,Transversale Avant,68.0,50.0,71.0,84.0,a9299769-e501-4ba4-a138-97a71f9ca30a
3.0DI231,Diesel,Six cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2967.0,3250.0,500.0,24.0,13.88,Euro 6,Longitudinale,231.0,170.0,81.78,87.35,83985ee4-9e3b-4799-8b24-837d2178ba89
3.0HPi205,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,3100.0,470.0,16.0,17.5,Euro 6,Transversale Avant,211.0,155.0,95.8,104.0,33647d0d-cbb0-4565-911b-8c60ff730f40
1.9DI130,Diesel,Quatre cylindres en ligne,Turbo,Injection directe par injecteurs pompes,1896.0,3497.79,294.79,8.0,13.88,Euro 6,Transversale Avant,130.0,96.0,81.78,87.35,cce70fca-6594-49df-962e-9c97a0ba4feb
660.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,660.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,d5e05613-22b2-4345-a0f6-221a5544a950
110VV-i,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,1199.0,1750.0,205.0,12.0,13.88,Euro 6,Transversale Avant,110.0,81.0,75.0,90.5,def7aa8f-47f9-4ce3-b928-60689e3cca5f
2.0FSI245,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1984.0,5000.0,370.0,16.0,13.88,Euro 6,Transversale Avant,245.0,180.0,81.78,87.35,8156129a-15bc-4aca-a668-d53d2afe4e7b
3.0DI218,Diesel,Six cylindres en V,Turbocompresseur,Injection directe à rampe commune,2967.0,4000.0,400.0,24.0,13.88,Euro 6,Longitudinale Avant,218.0,160.0,81.78,87.35,9fef8a52-3c67-40c3-8517-6e25a789a395
1.0MPI75ch,Essence,Trois cylindres en ligne,Atmosphérique,Injection multipoints,999.0,6200.0,95.0,12.0,10.5,Euro 6,Longitudinale Avant,75.0,55.0,74.5,76.4,b690aa55-953e-47c9-9a9f-19e16267801a
2.0DI184,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par rampe commune,1984.0,3500.0,380.0,16.0,13.88,Euro 6,Transversale Avant,184.0,135.0,81.78,87.35,b0d38d07-0b23-4dc7-86a7-fce73971088f
1.4urbo,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection multipoints,1364.0,4900.0,200.0,16.0,9.5,Euro 5,Transversale Avant,140.0,103.0,72.5,82.6,c5804ac7-5139-49d0-8347-87ea7a8e4bcf
2.0BlueHDi160,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,1800.0,350.0,16.0,13.88,Euro 6,Transversale Avant,163.0,120.0,95.8,104.0,a7171c9f-88b5-45a5-9643-50d408c79b41
Si4,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1999.0,1250.0,340.0,16.0,10.5,Euro 6,Transversale Avant,240.0,177.0,83.0,92.29,fc07295b-f640-4852-bced-5ea01c611e9f
2.2JD170,Diesel,Quatre cylindres en ligne,Bi-Turbos à haute pression,Injection directe à rampe commune,2179.0,1750.0,370.0,16.0,13.88,Euro 4,Transversale Avant,170.0,125.0,85.0,96.0,11cf301e-3634-4460-80ef-f5ed2845f413
1.0SI95,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,999.0,5000.0,175.0,12.0,13.88,Euro 6,Transversale Avant,95.0,70.0,81.78,87.35,7b5f21ae-6dc8-4906-84fd-b47a902d87d9
2.3HPi156,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,2750.0,380.0,16.0,16.2,Euro 6,Transversale Avant,156.0,115.0,88.0,94.0,c0fe9c5b-6d2b-40e3-b3ad-7cf00029b113
2.0,Essence,Quatre cylindres en ligne,Turbo à double entrée,Injection directe essence,1998.0,5000.0,280.0,16.0,11.0,Euro 6,Transversale Avant,192.0,141.0,82.0,94.6,75728852-1e59-4c0a-8ce4-5206f396bc87
1.5EcoBlue120,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1499.0,3600.0,300.0,8.0,13.88,Euro 6,Transversale Avant,120.0,88.0,81.78,87.35,a7e5346e-27f6-4cb6-8d5e-ce95795556e3
3.0,Essence,Six cylindres à plat,Bi-Turbos,Injection directe essence,2981.0,6500.0,530.0,24.0,10.2,Euro 6,Transversale Arrière,450.0,331.0,91.0,76.4,445a057d-ad8d-4dc9-a184-2f4a8c928171
2.3Mjt130,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2287.0,1800.0,320.0,16.0,19.0,Euro 5,Transversale Avant,131.0,96.0,88.0,94.0,9c32cb84-adb1-4b96-b0c8-6ffbbf7c3e4a
3.3V6,Essence,Six cylindres en V,Atmosphérique,Injection,3301.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,158.0,116.0,81.78,87.35,fef3c780-c791-4907-a7be-d2a22c16193a
1.0,Essence,Trois cylindres en ligne,Turbocompresseur,Injection multipoints,999.0,2750.0,160.0,12.0,9.5,Euro 6,Transversale Avant,117.0,86.0,81.3,72.2,e2993875-6ec5-4e00-9466-32587e41ba65
3.0HP170,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,3000.0,430.0,16.0,17.5,Euro 5,Transversale Avant,170.0,125.0,95.8,104.0,88581a92-0174-4dd6-816c-2ba58c65135e
3.0d258,Diesel,Six cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,2993.0,4000.0,560.0,16.0,16.5,Euro 6,Longitudinale Avant,258.0,190.0,84.0,90.0,8dca6105-b18b-4c94-ad2d-e5d54822afdb
3.0d258,Diesel,Six cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2993.0,4000.0,560.0,24.0,16.5,Euro 6,Longitudinale Avant,258.0,190.0,84.0,90.0,410e01ab-d9f1-4400-8fcc-32399451e85d
1.6d95,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,4000.0,235.0,16.0,16.5,Euro 5,Longitudinale Avant,95.0,70.0,78.0,83.6,4dcba88c-9cc4-47ec-8bfe-1ec27e360683
2.0DI204,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,1968.0,4000.0,450.0,16.0,18.5,Euro 6,Transversale Avant,204.0,150.0,81.0,95.5,2ffcc4df-e70f-4d40-acd2-0ad6b6d7cfd5
2.4D-4D150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2393.0,3400.0,400.0,16.0,15.6,Euro 6,Transversale Avant,150.0,110.0,92.0,90.0,be16f49a-0158-4433-946c-262880739839
1.4DCi70,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1398.0,1750.0,160.0,8.0,17.9,Euro 5,Transversale Avant,68.0,50.0,73.7,82.0,9883e924-a943-4458-8420-80042e295de1
2.0i252ch,Essence,Quatre cylindres en ligne,Turbo à double entrée,Injection directe essence,1998.0,5200.0,350.0,16.0,10.2,Euro 6,Longitudinale Avant,252.0,185.0,82.0,94.6,23811468-f4cb-4329-a8af-23390294cd06
2.0DI177,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4200.0,380.0,16.0,16.5,Euro 5,Longitudinale Avant,177.0,130.0,81.0,95.5,fb637849-9873-4f77-9e73-c80a8adc7476
2.0SKYAC-G150,Essence,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,1998.0,2800.0,204.0,16.0,14.0,Euro 6,Transversale Avant,150.0,110.0,83.5,91.2,4374029d-2c20-45b3-a851-04fee8b41d70
Electrique,Electrique,Moteur Electrique,Turbo à géométrie variable,Batterie lithium-ion,1887.85,9000.0,340.0,15.58,13.88,Euro 6,Transversale Avant,179.0,132.0,81.78,87.35,af99863c-85d2-46c7-b785-15d5607b64de
1.5EcoB120,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1499.0,3497.79,285.0,8.0,13.88,Euro 6,Transversale Avant,120.0,88.0,81.78,87.35,8c8a721c-b083-4130-84e7-92e5ff3aec9b
1.9JD,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1910.0,2000.0,280.0,8.0,18.0,Euro 4,Transversale Avant,120.0,88.0,82.0,90.4,724868ef-04ce-421f-9942-82327de972de
1.5EcoB150,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1499.0,3497.79,240.0,15.58,13.88,Euro 6,Transversale Avant,150.0,110.0,81.78,87.35,283f8299-2da7-4eab-b300-c7c85b4f049b
2.0D136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,320.0,16.0,18.5,Euro 6,Transversale Avant,136.0,100.0,85.0,88.0,90248b9e-3364-4a8e-b59d-604120e44923
1.012v,Essence,Trois cylindres en ligne,Atmosphérique,Injection multipoints,998.0,3600.0,93.0,12.0,10.5,Euro 5,Transversale Avant,68.0,50.0,71.0,84.0,3fd14441-9cfe-48bf-9338-eb32da37cf9f
3.0dCi135,Diesel,4 Cyl. / Transversale,Turbo Haute Pression,Injection directe à rampe commune,2953.0,1800.0,320.0,16.0,17.75,Euro 6,Transversale Avant,136.0,100.0,96.0,102.0,45f0b7e4-2626-4d87-a84a-769ebd172043
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,4250.0,152.0,16.0,10.0,Euro 4,Transversale Avant,110.0,82.0,79.5,80.5,b9feb8a8-549e-49c0-905c-f4f52ee91630
1.8D90,Diesel,Quatre cylindres en ligne,Turbo,Injection,1753.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,90nc,112.62,81.78,87.35,4dcee7b2-7c2a-46fa-9a7b-37dc887d69b0
3.6,Essence,Six cylindres à plat,Turbo à géométrie variable,Injection multipoints,3596.0,4250.0,370.0,24.0,11.3,Euro 6,Transversale Arrière,320.0,235.0,96.0,82.8,e66deca1-4f56-441e-8bfc-fb98922a6cd0
1.9dCi117,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1870.0,2000.0,270.0,8.0,18.3,Euro 6,Transversale Avant,117.0,85.0,80.0,93.0,833c9989-5128-42df-a5a9-fe9613e2067e
2.2CDi129,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,2143.0,3800.0,305.0,16.0,13.88,Euro 5,Longitudinale Avant,129.0,95.0,81.78,87.35,0e490392-cbe7-426b-979c-f6c37521383d
2.0DI190,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,3800.0,400.0,16.0,13.88,Euro 6,Longitudinale,190.0,140.0,81.78,87.35,a2aab937-fbf3-4c30-a46c-7ba22c902734
2.0,Essence,Quatre cylindres en ligne,Turbo,Injection,1948.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,165.0,121.0,81.78,87.35,07ccaa5f-01ce-4e66-a922-744ea5541f6f
2.0DCi136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,320.0,16.0,18.0,Euro 6,Transversale Avant,136.0,100.0,85.0,88.0,67e284a9-6548-46ec-8675-2993d85f6b65
63AMG,Essence,Huit cylindres en V,Atmosphérique,Injection multipoints,6208.0,5200.0,630.0,32.0,11.3,Euro 4,Longitudinale Avant,525.0,386.0,102.2,94.6,b250b6e8-54af-489f-a4a4-63a16c035e41
1.5dCi115,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1461.0,2000.0,260.0,8.0,15.1,Euro 6,Transversale Avant,115.0,85.0,76.0,80.5,ef438d79-bcde-432a-b429-d9114f450d3d
2.0DI150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,3250.0,340.0,16.0,13.88,Euro 6,Transversale Avant,150.0,110.0,81.78,87.35,3fc88a23-da23-47b4-ad89-284688ca4659
1.416v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1389.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,90.0,66.0,81.78,87.35,32c1ed6b-61dd-4fd3-9737-0ae19c0ef423
1.4BMultiAir,Essence,Quatre cylindres en ligne,Turbo,Injection multipoints,1368.0,1750.0,230.0,16.0,9.8,Euro 6,Transversale Avant,140.0,103.0,72.0,84.0,ff5e950b-abd9-4aef-9f78-34e57653e45e
1.070BSG,Essence,Trois cylindres en ligne,Atmosphérique,Injection directe,999.0,3500.0,92.0,16.0,12.0,Euro 6,Transversale Avant,69.0,51.0,70.0,86.5,1cf67354-3fa1-4182-894f-95289e891c05
2.5dCi100,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,2499.0,1600.0,260.0,16.0,18.0,Euro 6,Transversale Avant,100.0,74.0,89.0,99.0,f3c71bde-b20e-450b-b542-190bf048e446
1.9DI90,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1716.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,90.0,66.0,81.78,87.35,3e6e2141-08bd-4539-97ad-848a3d8e4b9e
1.6BlueHDi120,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1560.0,1750.0,300.0,8.0,13.88,Euro 6,Transversale Avant,120.0,88.0,75.0,88.3,6a836c73-723c-44d3-961e-2908f167d47c
2.5dCi136,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2488.0,1800.0,270.0,16.0,13.88,Euro 5,Transversale Avant,136.0,100.0,81.78,87.35,703bd01b-f7e8-4815-9004-4217755b2f66
1.6BlueHDi95,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1560.0,1750.0,210.0,8.0,13.88,Euro 6,Transversale Avant,95.0,70.0,75.0,88.3,52273997-b4c1-416c-852b-feb1799a9b53
2.5DI163,Diesel,Six cylindres en V,Turbo à géométrie variable,Injection directe par injecteurs pompes,2496.0,1400.0,310.0,24.0,18.5,Euro 4,Longitudinale Avant,163.0,120.0,78.3,86.4,d58b8020-2521-4080-9c29-0b0ad399a9f5
2.0BlueHDi150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,370.0,16.0,13.88,Euro 6,Transversale,150.0,110.0,85.0,88.0,94da97ae-8539-40d0-9c02-67268b438ece
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1349.0,3500.0,121.0,16.0,10.0,Euro 5,Transversale Avant,84.0,62.0,74.0,78.4,b93a7441-080d-47ae-b25d-f7411a260314
2.0d184,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,380.0,16.0,16.5,Euro 5,Longitudinale Avant,184.0,135.0,84.0,90.0,4a2eec7e-04fb-48bd-8a4a-36abcf2251bf
3.0DI218,Diesel,Six cylindres en V,Turbocompresseur,Injection directe à rampe commune,2967.0,3250.0,500.0,24.0,16.0,Euro 6,Longitudinale Avant,218.0,160.0,83.0,91.4,7f944bbd-6fc0-4dcf-99f6-755cfabea714
1.716v,Gaz,Quatre cylindres en ligne,Atmosphérique,Injection,1749.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,110.0,80.0,81.78,87.35,7311888d-f0c1-496a-bbb3-e092b7ce0dfb
1.3Mjt9516v,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1248.0,1500.0,200.0,16.0,16.8,Euro 6,Transversale Avant,95.0,70.0,69.5,82.0,25218df7-3852-434e-afa9-57f3b6b79a3e
1.9dCi105,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1870.0,1500.0,200.0,8.0,19.0,Euro 6,Transversale,105.0,75.0,80.0,93.0,753da710-881d-4cce-a073-ab0a79cac826
2.3dCi150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2298.0,1500.0,350.0,16.0,13.88,Euro 5,Transversale Avant,146.0,107.0,81.78,87.35,5769c4d5-e005-4892-8370-90bf2484a847
2.0BiDI180,Diesel,Quatre cylindres en ligne,Bi-Turbos,Injection directe à rampe commune,1968.0,4000.0,400.0,16.0,13.88,Euro 5,Transversale Avant,180.0,132.0,81.78,87.35,19fb8fcf-6c97-4fdf-8e51-569363d020db
2.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection multipoints,1948.0,4000.0,190.0,16.0,10.5,Euro 6,Transversale,136.0,100.0,83.0,90.0,657ef6a8-03c3-40b3-9ac1-52615510ce2e
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,cfda3ac7-a1e7-48d2-a492-28923cdecc9f
1.2e-HP,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,1199.0,1750.0,230.0,12.0,10.5,Euro 6,Transversale Avant,131.0,96.0,75.0,90.5,fca4fdd8-bd4c-490c-bd7d-419990b5e375
2.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1948.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,136.0,100.0,81.78,87.35,97d126f1-3c99-4d97-a959-124d353bd905
1.9DI105,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,250.0,8.0,19.0,Euro 4,Transversale Avant,105.0,77.0,79.5,95.5,f84e3d11-9be3-4216-8af7-e85414eaa776
2.2H3-POWER180,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2184.0,1500.0,380.0,16.0,13.88,Euro 6,Transversale Avant,180.0,132.0,81.78,87.35,ccb49be4-afdd-440b-94d3-d1c93c3b7b7b
1.2e-Vi,Essence,Trois cylindres en ligne,Turbo,Injection directe,1199.0,1500.0,205.0,12.0,13.88,Euro 6,Transversale Avant,110.0,81.0,81.78,87.35,6d3947ef-876e-40ce-8f1a-dc37309999df
1.6Mjt12016v,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1598.0,1750.0,320.0,16.0,13.88,Euro 6,Transversale Avant,120.0,88.0,79.5,80.5,ca247019-077a-4c48-84cf-392991cc4801
1.0VVi,Essence,Trois cylindres en ligne,Atmosphérique,Injection multipoints,998.0,4300.0,95.0,12.0,11.5,Euro 6,Transversale Avant,72.0,53.0,71.0,84.0,8b3f01ce-1c9b-4045-883f-a521fda35241
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,4200.0,152.0,16.0,10.0,Euro 4,Transversale Avant,115.0,83.0,79.5,80.5,bb722f94-62c3-4292-992c-b14b1e8ffb0a
1.5EcoB165,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1499.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,165.0,121.0,81.78,87.35,dbe8bd39-8c4c-4dea-8a25-c30ae9769d1b
1.8,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1769.0,4000.0,163.0,16.0,13.88,Euro 6,Transversale Avant,115.0,85.0,80.0,88.0,c99fda49-d918-42d3-adbe-69005a332e20
300.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,278.0,6750.0,27.0,4.0,13.88,Euro 4,Transversale Avant,27.0,20.0,75.0,63.0,205e0b24-9605-4e5f-af9f-7c90f16c76d9
1.4FSI,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1395.0,5000.0,250.0,16.0,13.88,Euro 6,Transversale Avant,150.0,110.0,81.78,87.35,3047a8f8-4df0-48ab-a7b5-cf11a5063914
2.0DI140CR,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4200.0,320.0,16.0,18.5,Euro 4,Transversale Avant,140.0,103.0,81.0,95.5,dc43441e-0acd-45a4-bfeb-f7ccc956db66
1.816v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1747.0,4300.0,158.0,16.0,10.3,Euro 6,Transversale Avant,130.0,96.0,82.0,82.7,690791d3-7f65-4195-8e85-899a5e7c05a3
2.8FSI,Essence,Six cylindres en V,Atmosphérique,Injection directe essence,2773.0,3000.0,280.0,24.0,12.0,Euro 4,Longitudinale Avant,220.0,162.0,84.5,82.4,75821584-3ac8-4718-aed8-16b6dc459207
